OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-73486.CHEM,Sample-Routine,Water,Surface Water,4/26/2005,12:00:00,MST,,,,,0,m,,,,,,1986,2005-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-146,100247,#NAME?,,,,31.5611111,-111.0461111,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863414635,,None,Fecal Coliform,Total,1435,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-73486.CHEM/results/863414635/resdetectqntlmts,Laboratory Reporting Level,1,None,,28:17.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-73466.CHEM,Sample-Routine,Water,Surface Water,11/29/2005,12:00:00,MST,,,,,0,m,,,,,,1999,2006-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-966,100244,#NAME?,,,,31.6483333,-111.0491667,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863414583,,None,Fecal Coliform,Total,5,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-73466.CHEM/results/863414583/resdetectqntlmts,Laboratory Reporting Level,1,None,,28:17.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-73535.CHEM,Sample-Routine,Water,Surface Water,10/24/2005,12:00:00,MST,,,,,0,m,,,,,,1999,2006-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-328,100571,#NAME?,,,,31.4299167,-110.9608333,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863414768,,None,Fecal Coliform,Total,370,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-73535.CHEM/results/863414768/resdetectqntlmts,Laboratory Reporting Level,1,None,,28:18.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-36722.CHEM,Sample-Routine,Water,Surface Water,3/29/2005,12:00:00,MST,,,,,0,m,,,,,,1986,2005-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-966,100244,DO NOT FUNCTIONING--- SAMPLE TAKEN: Migrated,,,,31.6483333,-111.0491667,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863400748,,None,Fecal Coliform,Total,5,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-36722.CHEM/results/863400748/resdetectqntlmts,Laboratory Reporting Level,1,None,,27:05.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-66044.CHEM,Sample-Routine,Water,Surface Water,9/20/2005,1:00:00,MST,,,,,0,m,,,,,,1999,2006-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-328,100571,"MUCH TRASH, REFUSE IN SHRUBS AND TREES. HEAVY IMMIGRANT TRAFFIC EVIDENT. TOTAL PB AND HG TESTS WERE NOT REQUETED BY SAMPLER.--- SAMPLE TAKEN: Migrated",,,,31.4299167,-110.9608333,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863409536,,None,Escherichia coli,Total,180,cfu/100ml,,Final,,Actual,,,,,,,,,,| QA FLAGS: A.,,,,,,,,,,EPA 1603,AZDEQ_SW,EPA 1603,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,27:50.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-66039RW-swdb,Sample-Routine,Water,Surface Water,9/28/2005,11:30:00,MST,,,,,,,,0,m,0,m,FSN,FSN,,21ARIZ_WQX-SCSON014.52,SONOITA CREEK - AT CIRCLE Z RANCH,,,,,31.5086789,-110.8024794,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552276349,Not Detected,,Escherichia coli,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 1603,21ARIZ_WQX,E.COLI MODIFIED MTEC,,,Arizona Dept. Of Environmental Quality (Field),,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-66039RW-swdb/results/552276349/resdetectqntlmts,Lower Reporting Limit,2,cfu/100ml,,41:38.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-73531.CHEM,Sample-Routine,Water,Surface Water,6/28/2005,12:00:00,MST,,,,,0,m,,,,,,1986,2005-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-328,100571,#NAME?,,,,31.4299167,-110.9608333,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863414736,,None,Fecal Coliform,Total,200,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-73531.CHEM/results/863414736/resdetectqntlmts,Laboratory Reporting Level,1,None,,28:18.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-36701.CHEM,Sample-Routine,Water,Surface Water,11/29/2005,12:00:00,MST,,,,,0,m,,,,,,1999,2006-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-965,100238,DO NOT FUNCTIONING--- SAMPLE TAKEN: Migrated,,,,31.47,-110.9922222,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863400713,,None,Fecal Coliform,Total,5,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-36701.CHEM/results/863400713/resdetectqntlmts,Laboratory Reporting Level,1,None,,27:04.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-66040W-swdb,Sample-Routine,Water,Surface Water,9/21/2005,9:30:00,MST,,,,,,,,0,m,0,m,FSN,FSN,,21ARIZ_WQX-SCMAD012.71,MADERA CANYON CREEK - BELOW SPRUNG SPRING,,,,,31.7046714,-110.8668922,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552344886,,,Escherichia coli,Total,7,cfu/100ml,,Final,,Actual,,,,,,,,,,Qualifier:   BACTERIA - COLONY COUNTS OUTSIDE IDEAL RANGE (20-60 CFU),,,,,,,,,,FIELD,21ARIZ_WQX,FIELD PARAMETERS,,,Arizona Dept. Of Environmental Quality (Field),,,,,,,,57:48.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-73487.CHEM,Sample-Routine,Water,Surface Water,5/31/2005,12:00:00,MST,,,,,0,m,,,,,,1986,2005-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-146,100247,#NAME?,,,,31.5611111,-111.0461111,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863414643,,None,Fecal Coliform,Total,5,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-73487.CHEM/results/863414643/resdetectqntlmts,Laboratory Reporting Level,1,None,,28:17.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-36742.CHEM,Sample-Routine,Water,Surface Water,5/31/2005,12:00:00,MST,,,,,0,m,,,,,,1986,2005-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-966,100244,FLOW METER NOT FUNCTIONING--- SAMPLE TAKEN: Migrated,,,,31.6483333,-111.0491667,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863400767,,None,Fecal Coliform,Total,5,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-36742.CHEM/results/863400767/resdetectqntlmts,Laboratory Reporting Level,1,None,,27:05.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-36720.CHEM,Sample-Routine,Water,Surface Water,1/25/2005,12:00:00,MST,,,,,0,m,,,,,,1986,2005-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-966,100244,DO NOT FUNCTIONING--- SAMPLE TAKEN: Migrated,,,,31.6483333,-111.0491667,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863400731,,None,Fecal Coliform,Total,100,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-36720.CHEM/results/863400731/resdetectqntlmts,Laboratory Reporting Level,1,None,,27:05.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-73462.CHEM,Sample-Routine,Water,Surface Water,6/28/2005,12:00:00,MST,,,,,0,m,,,,,,1986,2005-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-966,100244,FLOW METER NOT FUNCTIONING--- SAMPLE TAKEN: Migrated,,,,31.6483333,-111.0491667,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863414551,,None,Fecal Coliform,Total,1700,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,,,,,,28:17.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-66039.CHEM,Sample-Routine,Water,Surface Water,9/28/2005,11:30:00,MST,,,,,0,m,,,,,,1999,2006-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-598,101154,Approved status: ROLAND WILLIAMS 06-JAN-06 12:00:00--- SAMPLE TAKEN: Migrated,,,,31.5086789,-110.8024794,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863409357,Not Detected,None,Escherichia coli,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 1603,AZDEQ_SW,EPA 1603,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-66039.CHEM/results/863409357/resdetectqntlmts,Laboratory Reporting Level,2,None,,27:49.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-73554.CHEM,Sample-Routine,Water,Surface Water,4/26/2005,12:00:00,MST,,,,,0,m,,,,,,1986,2005-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-328,100571,#NAME?,,,,31.4299167,-110.9608333,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863414795,,None,Fecal Coliform,Total,535,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-73554.CHEM/results/863414795/resdetectqntlmts,Laboratory Reporting Level,1,None,,28:18.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-66040.CHEM,Sample-Routine,Water,Surface Water,9/21/2005,9:30:00,MST,,,,,0,m,,,,,,1999,2006-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-334,100588,"IRON PRECIPITATE ON STREAM BED. SMELL OF SULFUR IN THE WATER. ALTERED CHANNEL CONDITIONS. ROCKSLIDE POST FOREST FIRE HAS CLOSED THE RECREATIONAL AREA AND DEPOSITED COBBLE TO BOULDER SIZE SUBSTRATE DOWN THE LENGTH OF STREAM CHANNEL. ALTERED GRADIENT, RIFFLE/POOL RATIO, D50 PARTICLE SIZE? SUBSURFACE FLOW BENEATH ROCKSLIDE, REEMERGES BELOW TOE OF SLIDE. TOTAL PB AND HG WERE NOT REQUESTED BY SAMPLER.. Approved status: LEE JOHNSON 23-OCT-06 12:00:00--- SAMPLE TAKEN: Migrated",,,,31.7046714,-110.8668922,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863409385,,None,Escherichia coli,Total,7,cfu/100ml,,Final,,Actual,,,,,,,,,,| QA FLAGS: B.,,,,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,27:49.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-70309.CHEM,Sample-Routine,Water,Surface Water,12/8/2005,1:00:00,MST,,,,,0,m,,,,,,1999,2006-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-598,101154,Approved status: LEE JOHNSON 16-OCT-06 12:00:00--- SAMPLE TAKEN: Migrated,,,,31.5086789,-110.8024794,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863411355,Not Detected,None,Escherichia coli,Total,,,,Final,,Estimated,,,,,,,,,,| QA FLAGS: B.,,,,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-70309.CHEM/results/863411355/resdetectqntlmts,Laboratory Reporting Level,2,None,,27:58.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-69948W-swdb,Sample-Routine,Water,Surface Water,11/15/2005,14:45:00,MST,,,,,,,,0,m,0,m,FSN,FSN,,21ARIZ_WQX-SCMAD012.71,MADERA CANYON CREEK - BELOW SPRUNG SPRING,,,,,31.7046714,-110.8668922,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552373376,Not Detected,,Escherichia coli,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,FIELD,21ARIZ_WQX,FIELD PARAMETERS,,,Arizona Dept. Of Environmental Quality (Field),,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-69948W-swdb/results/552373376/resdetectqntlmts,Lower Reporting Limit,2,cfu/100ml,,04:16.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-36700.CHEM,Sample-Routine,Water,Surface Water,10/24/2005,12:00:00,MST,,,,,0,m,,,,,,1999,2006-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-965,100238,DO NOT FUNCTIONING--- SAMPLE TAKEN: Migrated,,,,31.47,-110.9922222,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863400704,,None,Fecal Coliform,Total,5,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-36700.CHEM/results/863400704/resdetectqntlmts,Laboratory Reporting Level,1,None,,27:04.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-69945.CHEM,Sample-Routine,Water,Surface Water,11/16/2005,10:00:00,MST,,,,,0,m,,,,,,1999,2006-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-149,100251,TOTAL PB AND HG WERE NOT REQUESTED BY SAMPLER.. Approved status: KYLE PALMER 21-DEC-15 12:00:00--- SAMPLE TAKEN: Migrated,,,,31.3416667,-110.9331389,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863410367,,None,Escherichia coli,Total,66.3,MPN/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT,AZDEQ_SW,COLILERT,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-69945.CHEM/results/863410367/resdetectqntlmts,Laboratory Reporting Level,1,None,,27:54.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-59087.CHEM,Sample-Routine,Water,Surface Water,4/1/2005,9:00:00,MST,,,,,0,m,,,,,,1999,2006-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-149,100251,Approved status: LEE JOHNSON 14-NOV-05 12:00:00--- SAMPLE TAKEN: Migrated,,,,31.3416667,-110.9331389,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863403516,,None,Escherichia coli,Total,150,cfu/100ml,,Final,,Actual,,,,,,,,,,| QA FLAGS: B.,,,,,,,,,,EPA 1603,AZDEQ_SW,EPA 1603,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,27:20.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-36689.CHEM,Sample-Routine,Water,Surface Water,2/28/2005,12:00:00,MST,,,,,0,m,,,,,,1986,2005-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-965,100238,DO NOT FUNCTIONING--- SAMPLE TAKEN: Migrated,,,,31.47,-110.9922222,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863400636,,None,Fecal Coliform,Total,5,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-36689.CHEM/results/863400636/resdetectqntlmts,Laboratory Reporting Level,1,None,,27:04.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-73530.CHEM,Sample-Routine,Water,Surface Water,3/29/2005,12:00:00,MST,,,,,0,m,,,,,,1986,2005-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-328,100571,#NAME?,,,,31.4299167,-110.9608333,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863414723,,None,Fecal Coliform,Total,5,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-73530.CHEM/results/863414723/resdetectqntlmts,Laboratory Reporting Level,1,None,,28:18.0,STORET
21ARIZ,Arizona Department of Environmental Quality,21ARIZ-G0401050900W-042005-0,Sample,Water,,4/1/2005,9:00:00,MST,,,,,0.1,m,SURFACE,,,,,FSN,,,21ARIZ-100251,,,,,,,,STANDARD,STANDARD,STANDARD,,Unknown,STORET-100008373660.0000000000,,,Escherichia coli,Total,150,cfu/100ml,,Final,,Actual,,,,,,,,,,BACTERIA - COLONY COUNTS OUTSIDE IDEAL RANGE (20-60 CFU).,,,,,,,,,,1603,USEPA,,,,ARIZONA DEPARTMENT OF ENVIRONMENTAL QUALITY,,,,,,,,,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-73499.CHEM,Sample-Routine,Water,Surface Water,6/2/2006,7:35:00,MST,,,,,0,m,,,,,,1999,2006-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-146,100247,#NAME?,,,,31.5611111,-111.0461111,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863390258,,None,Fecal Coliform,Total,55,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-73499.CHEM/results/863390258/resdetectqntlmts,Laboratory Reporting Level,1,None,,22:26.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-72600RW-swdb,Sample-Routine,Water,Surface Water,4/12/2006,11:30:00,MST,,,,,,,,,,,,FSN,FSN,,21ARIZ_WQX-SCSON014.52,SONOITA CREEK - AT CIRCLE Z RANCH,,,,,31.5086789,-110.8024794,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552346480,,,Escherichia coli,Total,8,cfu/100ml,,Final,,Actual,,,,,,,,,,Qualifier:   BACTERIA - COLONY COUNTS OUTSIDE IDEAL RANGE (20-60 CFU),,,,,,,,,,FIELD,21ARIZ_WQX,FIELD PARAMETERS,,,Arizona Dept. Of Environmental Quality (Field),,,,,,,,58:05.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-71463.CHEM,Sample-Routine,Water,Surface Water,2/15/2006,1:40:00,MST,,,,,,,,,,,,2022,2007-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-598,101154,Approved status: ROLAND WILLIAMS 24-APR-06 12:00:00--- SAMPLE TAKEN: Migrated,,,,31.5086789,-110.8024794,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863385036,,None,Escherichia coli,Total,3,cfu/100ml,,Final,,Actual,,,,,,,,,,| QA FLAGS: B.,,,,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,22:02.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-36710.CHEM,Sample-Routine,Water,Surface Water,6/2/2006,12:00:00,MST,,,,,0,m,,,,,,1999,2006-AMBIENT MONITORING,FRIENDS OF THE SANTA CRUZ RIVER,AZDEQ_SW-965,100238,DO NOT FUNCTIONING--- SAMPLE TAKEN: Migrated,,,,31.47,-110.9922222,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863384294,Present Below Quantification Limit,None,Fecal Coliform,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,SM 9222D,AZDEQ_SW,SM 9222D,,,NOGALES INTL WASTEWATER TREATMENT PLANT,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-36710.CHEM/results/863384294/resdetectqntlmts,Laboratory Reporting Level,1,None,,21:59.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-70748.CHEM,Sample-Routine,Water,Surface Water,1/10/2006,9:30:00,MST,,,,,0,m,,,,,,2022,2007-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-965,100238,Approved status: ROLAND WILLIAMS 19-APR-06 12:00:00--- SAMPLE TAKEN: Migrated,,,,31.47,-110.9922222,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-863384352,,None,Escherichia coli,Total,18,cfu/100ml,,Final,,Actual,,,,,,,,,,| QA FLAGS: B.,,,,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,21:59.0,STORET
